Row,Column,Value
37346,Lothar Mendes,1
37356,Richard L'Estrange,1
37360,George Archainbaud,1
37361,William Berke,1
37362,Alfred E. Green,1
37365,Richard Thorpe,1
37371,Edward Ludwig,1
37372,Joseph Santley,1
37373,Willis Goldbeck,1
37378,Spencer Gordon Bennet,1
37378,Wallace Grissell,1
37382,Howard Hawks,1
37384,Charles Vidor,1
37386,Leslie Fenton,1
37388,Ralph Murphy,1
37391,Vernon Keays,1
37398,Lewis D. Collins,1
37399,William Nigh,1
37402,Spencer Gordon Bennet,1
37407,Jean Yarbrough,1
37409,Lew Landers,1
37415,Lewis Allen,1
37420,Elliott Nugent,1
37422,Vernon Keays,1
37425,Sam Newfield,1
37446,Steve Sekely,1
37448,Phil Karlson,1
37453,Reginald Le Borg,1
37458,William Castle,1
37459,William K. Howard,1
37460,Elmer Clifton,1
37464,Sam Newfield,1
37465,Henry King,1
37466,Henry Hathaway,1
37467,George Cukor,1
37470,George Archainbaud,1
37481,Spencer Gordon Bennet,1
37481,Wallace Grissell,1
37492,S. Sylvan Simon,1
37494,Victor Fleming,1
37496,Paul Burnford,1
37498,William A. Seiter,1
37505,William Nigh,1
37508,Stuart Heisler,1
37509,Frank McDonald,1
37521,Lew Landers,1
37522,Edward Dmytryk,1
37530,Andrew L. Stone,1
37534,Henry King,1
37538,William Berke,1
37539,Arch Oboler,1
37541,Howard Bretherton,1
37543,William Beaudine,1
37545,Del Lord,1
37547,Frank Lloyd,1
37549,Robert Wise,1
37552,Sam Newfield,1
37553,Arthur Dreifuss,1
37554,Arthur Dreifuss,1
37556,Wallace Fox,1
37559,Max Nosseck,1
37560,Sidney Lanfield,1
37572,Charles A. Nichols,1
37575,Lloyd Bacon,1
37576,Rowland V. Lee,1
37579,Robert D. Webb,1
37588,Joseph Kane,1
37590,Thomas Carr,1
37593,Ray Enright,1
37595,Peter Godfrey,1
37598,John Larkin,1
37599,Phil Rosen,1
37605,Edgar G. Ulmer,1
37607,Irving Pichel,1
37608,R.G. Springsteen,1
37610,Herman Shumlin,1
37611,Curtis Bernhardt,1
37612,Jack King,1
37616,Wallace Grissell,1
37620,George Sherman,1
37621,William Castle,1
37627,Joseph Kane,1
37628,Ray Taylor,1
37632,Robert Florey,1
37634,Edward L. Cahn,1
37636,Arthur Lubin,1
37638,Edgar G. Ulmer,1
37640,George Seaton,1
37644,Max Nosseck,1
37645,William Nigh,1
37648,Wallace Fox,1
37650,Lewis Seiler,1
37651,Irving Cummings,1
37656,John English,1
37657,Jack King,1
37663,Arthur Dreifuss,1
37665,Ford Beebe,1
37671,John Cromwell,1
37672,Lew Landers,1
37677,Edward A. Blatt,1
37678,Budd Boetticher,1
37685,Will Jason,1
37692,William Beaudine,1
37694,Spencer Gordon Bennet,1
37694,Yakima Canutt,1
37694,Wallace Grissell,1
37697,Sam Newfield,1
37698,Henry Levin,1
37701,Gordon Douglas,1
37703,Lambert Hillyer,1
37704,Harry L. Fraser,1
37711,Terry O. Morse,1
37713,William Nigh,1
37719,Lambert Hillyer,1
37720,Harry L. Fraser,1
37722,Harold Young,1
37727,George Blair,1
37728,Sam Newfield,1
37736,Felix E. Feist,1
37741,Mel Ferrer,1
37746,Robert Florey,1
37749,Anthony Mann,1
37750,Frank Tuttle,1
37751,Phil Rosen,1
37756,Sam Wood,1
37757,Howard Bretherton,1
37759,Budd Boetticher,1
37761,John Brahm,1
37767,A. Edward Sutherland,1
37776,Richard Whorf,1
37777,William Berke,1
37779,Sam Newfield,1
37785,George Marshall,1
37786,Alexis Thurn-Taxis,1
37789,Reginald Le Borg,1
37791,Peter Godfrey,1
37793,Erle C. Kenton,1
37794,Roy William Neill,1
37795,Henry Hathaway,1
37796,Ralph Murphy,1
37802,Del Lord,1
37803,Henry Levin,1
37807,Harold Young,1
37808,Leslie Goodwins,1
37822,William A. Seiter,1
37826,Phil Rosen,1
37829,Gustav Machatý,1
37832,Edwin L. Marin,1
37837,Harold Young,1
37838,Lewis D. Collins,1
37838,Ray Taylor,1
37839,Lesley Selander,1
37840,George Seaton,1
37843,Edward Buzzell,1
37847,Sam Newfield,1
37848,Richard Wallace,1
37849,Mitchell Leisen,1
37866,Abby Berlin,1
37868,Charles A. Nichols,1
37870,Jules Dassin,1
37880,Sam Newfield,1
37883,Lambert Hillyer,1
37884,Billy Wilder,1
37891,Frank R. Strayer,1
37892,Ray Enright,1
37893,Christy Cabanne,1
37894,Frank McDonald,1
37895,Spencer Gordon Bennet,1
37895,Yakima Canutt,1
37895,Wallace Grissell,1
37901,Elmer Clifton,1
37902,R.G. Springsteen,1
37906,Irving Pichel,1
37917,John Berry,1
37918,Albert Herman,1
37923,Lewis Seiler,1
37932,Joseph H. Lewis,1
37946,Henry Hathaway,1
37949,Derwin Abrahams,1
37958,Jack King,1
37960,William C. Thomas,1
37961,Thomas Carr,1
37963,Roy Rowland,1
37964,Hal Walker,1
37965,Ray Nazarro,1
37966,Charles Vidor,1
37970,John H. Auer,1
37972,Gregory Ratoff,1
37975,Frank Ryan,1
37984,John English,1
37985,Albert Herman,1
37989,Wallace Fox,1
37990,Vincent Sherman,1
37999,Sam Newfield,1
38000,Delmer Daves,1
38001,Arthur Dreifuss,1
38007,Spencer Gordon Bennet,1
38007,Fred C. Brannon,1
38008,Roy William Neill,1
38017,Phil Rosen,1
38030,Charles David,1
38033,Vernon Keays,1
38034,Albert Herman,1
38036,Thomas Carr,1
38037,Del Lord,1
38038,Michael Curtiz,1
38040,Otto Preminger,1
38040,Ernst Lubitsch,1
38045,Richard Whorf,1
38046,Charles Lamont,1
38047,Raoul Walsh,1
38053,Sam Wood,1
38055,Frank McDonald,1
38056,Phil Rosen,1
38057,Fritz Lang,1
38058,George Blair,1
38060,Tex Avery,1
38065,Edward F. Cline,1
38071,Christy Cabanne,1
38073,William Beaudine,1
38074,Henry Levin,1
38078,Sam Newfield,1
38083,Willis Goldbeck,1
38084,Alexander Hall,1
38087,Tex Avery,1
38097,S. Sylvan Simon,1
38101,Robert Emmett Tansey,1
38102,Ray Nazarro,1
38103,Harold Young,1
38104,Charles Vidor,1
38107,Jean Renoir,1
38108,Frank Borzage,1
38109,Alfred Hitchcock,1
38110,Robert D. Webb,1
38118,Alexander Esway,1
38120,William A. Wellman,1
38124,John Hoffman,1
38126,Edgar G. Ulmer,1
38127,Irving Allen,1
38134,John Rawlins,1
38135,Ralph Murphy,1
38144,William Beaudine,1
38153,Frank McDonald,1
38156,William A. Seiter,1
38157,Charles Lamont,1
38160,John Ford,1
38160,Robert Montgomery,1
38162,William Dieterle,1
38163,William A. Wellman,1
38164,Lewis Allen,1
38166,Norman Ferguson,1
38166,Clyde Geronimi,1
38166,Jack Kinney,1
38166,Bill Roberts,1
38166,Harold Young,1
38169,Lesley Selander,1
38170,Richard Thorpe,1
38172,Louis King,1
38174,Jack Kinney,1
38177,Lew Landers,1
38178,Victor Saville,1
38179,Frederick De Cordova,1
38181,Howard Bretherton,1
38185,Lesley Selander,1
38186,Wallace Fox,1
38190,Elia Kazan,1
38199,Anthony Mann,1
38205,Lewis Allen,1
38209,George Gordon,1
38212,John English,1
38213,Tay Garnett,1
38214,Lesley Selander,1
38233,Robert Clampett,1
38234,R.G. Springsteen,1
38235,Lewis Milestone,1
38237,Wallace Grissell,1
38237,Edward Killy,1
38239,Robert Z. Leonard,1
38241,Edward Killy,1
38243,Richard Thorpe,1
38245,Gregory Ratoff,1
38245,George Seaton,1
38246,Sam Newfield,1
38249,William Berke,1
38254,Robert Emmett Tansey,1
38255,H. Bruce Humberstone,1
38256,Harold S. Bucquet,1
38258,Walter Colmes,1
38259,Roy William Neill,1
38260,H. Bruce Humberstone,1
38263,John Farrow,1
38266,Budd Boetticher,1
38279,Henry Hathaway,1
38283,A. Edward Sutherland,1
38284,Edwin L. Marin,1
38285,Walter Colmes,1
38294,Thomas Carr,1
38298,Harry L. Fraser,1
38303,John Cromwell,1
38314,Irving Allen,1
38321,Tim Whelan,1
38324,Anthony Mann,1
38339,Charles Barton,1
38340,William Nigh,1
38341,Richard Wallace,1
38343,Mark Robson,1
38346,Otto Brower,1
38349,William Beaudine,1
38353,Bud Pollard,1
38355,Howard Hawks,1
38360,Roy William Neill,1
38367,Abby Berlin,1
38368,Abby Berlin,1
38369,George Marshall,1
38370,Stuart Heisler,1
38370,Mark Sandrich,1
38377,D. Ross Lederman,1
38378,Phil Karlson,1
38380,Herbert Kline,1
38381,Roy Rowland,1
38383,Irving Pichel,1
38384,Edward F. Cline,1
38387,Jean Yarbrough,1
38392,John Farrow,1
38395,Jacques Tourneur,1
38401,Erle C. Kenton,1
38406,Otto Preminger,1
38411,Richard Fleischer,1
38415,Busby Berkeley,1
38416,Walter Lang,1
38417,Fritz Lang,1
38420,S. Sylvan Simon,1
38427,Fred M. Wilcox,1
38428,Ray Nazarro,1
38430,William Castle,1
38438,John Berry,1
38451,Terry O. Morse,1
38456,Spencer Gordon Bennet,1
38456,Fred C. Brannon,1
38459,James Tinling,1
38461,Irving Rapper,1
38466,Colbert Clark,1
38466,Armand Schaefer,1
38467,Ray Nazarro,1
38470,Frank Wisbar,1
38471,Henry Levin,1
38472,George Archainbaud,1
38474,Curtis Bernhardt,1
38477,Jean Renoir,1
38484,Gregory Ratoff,1
38485,William Beaudine,1
38486,Jack King,1
38490,Josef Berne,1
38495,Robert Emmett Tansey,1
38505,Edward Buzzell,1
38505,Buster Keaton,1
38505,Edward Sedgwick,1
38507,Thomas Carr,1
38514,William Beaudine,1
38518,William Berke,1
38519,Ray McCarey,1
38524,Alfred Zeisler,1
38529,William Rowland,1
38531,Sam Newfield,1
38532,George Archainbaud,1
38534,Jack Hannah,1
38537,John Berry,1
38538,Derwin Abrahams,1
38547,Andrew Marton,1
38549,Robert Wise,1
38551,George Blair,1
38552,William Nigh,1
38553,Cy Endfield,1
38555,Lambert Hillyer,1
38556,Sam Newfield,1
38558,Sam Newfield,1
38561,Spencer Williams,1
38565,W. Lee Wilder,1
38567,Robert Emmett Tansey,1
38575,Nat Perrin,1
38578,Victor Saville,1
38582,William K. Howard,1
38589,George Sidney,1
38592,Sam Wood,1
38593,William Witney,1
38595,Tex Avery,1
38596,John Rawlins,1
38598,Edgar G. Ulmer,1
38599,Tex Avery,1
38601,Arthur Dreifuss,1
38603,Del Lord,1
38606,George Sidney,1
38611,William Witney,1
38612,R.G. Springsteen,1
38615,Norman Taurog,1
38616,Derwin Abrahams,1
38621,Jean Yarbrough,1
38622,Jean Negulesco,1
38623,Ray Nazarro,1
38637,Joseph Kane,1
38640,Philip Ford,1
38643,Jean Yarbrough,1
38644,Philip Ford,1
38648,Herbert I. Leeds,1
38652,Vincent Sherman,1
38655,Reginald Le Borg,1
38658,Benjamin Stoloff,1
38665,William Castle,1
38668,Norman Z. McLeod,1
38670,Spencer Gordon Bennet,1
38670,Fred C. Brannon,1
38680,Edwin L. Marin,1
38682,Sam Newfield,1
38691,Abby Berlin,1
38695,Reginald Le Borg,1
38697,Fred Zinnemann,1
38699,Phil Karlson,1
38700,John Brahm,1
38702,Tex Avery,1
38703,Lewis D. Collins,1
38703,Ray Taylor,1
38704,Willis Goldbeck,1
38705,William A. Seiter,1
38714,Wilhelm Thiele,1
38716,Albert S. Rogell,1
38718,Robert Cormack,1
38718,Clyde Geronimi,1
38718,Jack Kinney,1
38718,Hamilton Luske,1
38718,Joshua Meador,1
38721,Raoul Walsh,1
38722,John Sturges,1
38739,John Waters,1
38743,Phil Karlson,1
38747,George Marshall,1
38749,Oliver Drake,1
38752,Edwin L. Marin,1
38753,William Beaudine,1
38757,Sam Newfield,1
38758,John English,1
38761,Fred Zinnemann,1
38763,Ford Beebe,1
38764,Frank McDonald,1
38764,Yakima Canutt,1
38765,Curtis Bernhardt,1
38768,Philip Ford,1
38773,James V. Kern,1
38774,Henry Levin,1
38775,Lesley Selander,1
38776,Michael Curtiz,1
38779,Charles Martin,1
38780,Jean Negulesco,1
38787,Alfred Hitchcock,1
38794,Irving Pichel,1
38802,Peter Godfrey,1
38815,William D. Russell,1
38817,D. Ross Lederman,1
38820,Sam Newfield,1
38826,Leslie Fenton,1
38827,William Nigh,1
38831,Sam White,1
38832,Lewis Allen,1
38833,Edward H. Griffith,1
38838,Spencer Gordon Bennet,1
38838,Fred C. Brannon,1
38839,D. Ross Lederman,1
38846,Joseph Kane,1
38847,Charles A. Nichols,1
38854,Tay Garnett,1
38856,Sam Newfield,1
38864,Sam Newfield,1
38869,Frank McDonald,1
38873,Edmund Goulding,1
38874,Thomas Carr,1
38875,James Tinling,1
38877,William Berke,1
38878,George Sherman,1
38887,Ray Nazarro,1
38889,William Witney,1
38892,Robert Emmett Tansey,1
38894,Charles Lamont,1
38905,Gordon Douglas,1
38907,R.G. Springsteen,1
38908,Douglas Sirk,1
38909,Lewis D. Collins,1
38909,Ray Taylor,1
38915,William Dieterle,1
38917,George Sherman,1
38922,Walter Lang,1
38926,Phil Rosen,1
38926,William Beaudine,1
38927,Joseph Santley,1
38929,Terry O. Morse,1
38933,Charles Lamont,1
38934,Jean Yarbrough,1
38936,R.G. Springsteen,1
38937,Alfred L. Werker,1
38945,Ray Nazarro,1
38949,Harry L. Fraser,1
38955,Louis King,1
38956,Charles Barton,1
38957,Jack Moss,1
38958,Joseph H. Lewis,1
38965,Joseph L. Mankiewicz,1
38968,Frank McDonald,1
38971,William Nigh,1
38973,Ben Hecht,1
38974,Arthur Lubin,1
38981,Robert Emmett Tansey,1
38982,Phil Rosen,1
38984,Curtis Bernhardt,1
38986,Anthony Mann,1
38987,James Tinling,1
38990,Edgar G. Ulmer,1
38990,Douglas Sirk,1
38991,Orson Welles,1
38995,R.G. Springsteen,1
39001,William H. Pine,1
39009,George Waggner,1
39010,Alfred E. Green,1
39011,Kurt Neumann,1
39015,Irving Pichel,1
39017,Roy William Neill,1
39020,Alfred Santell,1
39021,Ray Nazarro,1
39022,Frank Borzage,1
39023,William C. Thomas,1
39026,H. Bruce Humberstone,1
39026,John Brahm,1
39029,Jean Negulesco,1
39031,Edward Buzzell,1
39032,S. Sylvan Simon,1
39033,Ray Nazarro,1
39036,Edward Dmytryk,1
39037,Charles Barton,1
39038,David Butler,1
39040,Mitchell Leisen,1
39041,Irving Pichel,1
39042,Lesley Selander,1
39048,Lambert Hillyer,1
39050,Lew Landers,1
39052,Robert Emmett Tansey,1
39054,Henry Koster,1
39055,Jules Dassin,1
39056,John Farrow,1
39057,Ray Nazarro,1
39063,Lambert Hillyer,1
39065,Thomas Carr,1
39076,Philip Ford,1
39080,Don Siegel,1
39082,Stuart Gilmore,1
39092,Lloyd Bacon,1
39100,Jack King,1
39101,Léonide Moguy,1
39103,Charles Barton,1
39105,Phil Karlson,1
39106,Edgar G. Ulmer,1
39109,Clyde Geronimi,1
39109,Hamilton Luske,1
39111,Clarence Brown,1
39127,William Clemens,1
39134,Reginald Le Borg,1
39145,R.G. Springsteen,1
39152,James Edward Grant,1
39160,Arch Oboler,1
39168,Andrew L. Stone,1
39169,Irving Reis,1
39170,Eugene Forde,1
39173,Philip Ford,1
39174,Richard Fleischer,1
39177,John H. Auer,1
39178,Norman Taurog,1
39180,William Witney,1
39181,Terry O. Morse,1
39185,James Flood,1
39188,Dean Riesner,1
39193,Spencer Gordon Bennet,1
39193,Fred C. Brannon,1
39196,John Farrow,1
39197,Robert Gordon,1
39198,Steve Sekely,1
39200,Abby Berlin,1
39201,Abby Berlin,1
39202,Abby Berlin,1
39203,Abby Berlin,1
39204,Robert Rossen,1
39208,Elia Kazan,1
39209,Jack Hannah,1
39210,Ray Taylor,1
39212,Edward L. Cahn,1
39216,William Beaudine,1
39218,Spencer Gordon Bennet,1
39218,Thomas Carr,1
39228,Frank McDonald,1
39230,Bernard Vorhaus,1
39235,John Farrow,1
39236,Allan Dwan,1
39243,Henry King,1
39244,Edgar G. Ulmer,1
39245,Gregory Ratoff,1
39250,George Sidney,1
39259,Ray Taylor,1
39262,William Beaudine,1
39266,Edwin L. Marin,1
39270,Thomas Carr,1
39277,Alfred E. Green,1
39279,Henry Levin,1
39282,Bob Carlson,1
39283,William Castle,1
39284,Eugene Forde,1
39286,Edward Dmytryk,1
39292,Bernard Carr,1
39293,Robert Z. Leonard,1
39294,Otto Preminger,1
39298,Lew Landers,1
39299,George Archainbaud,1
39301,Willis Goldbeck,1
39302,Delmer Daves,1
39305,John Cromwell,1
39307,William D. Russell,1
39308,Jean Negulesco,1
39311,Lewis Allen,1
39312,Jack Conway,1
39312,George Cukor,1
39312,Mervyn LeRoy,1
39312,Victor Saville,1
39313,Anthony Mann,1
39317,Felix E. Feist,1
39318,Crane Wilbur,1
39325,Robert B. Sinclair,1
39331,Jack King,1
39335,George Cukor,1
39337,Alexander Hall,1
39338,Joseph Barbera,1
39338,William Hanna,1
39339,Leslie Goodwins,1
39341,Allan Dwan,1
39346,John Farrow,1
39349,Chester Erskine,1
39357,Peter Godfrey,1
39360,Max Ophüls,1
39365,Alfred E. Green,1
39366,Harve Foster,1
39368,Reginald Le Borg,1
39370,H.C. Potter,1
39372,Maxwell Shane,1
39378,Charles A. Nichols,1
39387,Lambert Hillyer,1
39389,John Reinhardt,1
39390,John Sturges,1
39391,Otto Preminger,1
39391,John M. Stahl,1
39393,Jack Hannah,1
39396,Richard Wallace,1
39405,Andrew L. Stone,1
39409,William A. Wellman,1
39411,William Beaudine,1
39416,Elia Kazan,1
39418,George Blair,1
39419,Ray Taylor,1
39420,Joseph L. Mankiewicz,1
39431,Charles Walters,1
39437,Victor Saville,1
39438,Henry Levin,1
39439,John Reinhardt,1
39441,George Waggner,1
39447,William Beaudine,1
39451,Lewis D. Collins,1
39452,Basil Wrangell,1
39453,Albert S. Rogell,1
39460,Josh Binney,1
39461,Jack Conway,1
39463,John Reinhardt,1
39465,Frank McDonald,1
39470,R.G. Springsteen,1
39471,H. Bruce Humberstone,1
39475,Tex Avery,1
39477,Jack Conway,1
39481,William C. Thomas,1
39482,Byron Haskin,1
39483,Lloyd Bacon,1
39486,Victor Saville,1
39487,Lewis Allen,1
39496,Edwin L. Marin,1
39498,Eugene Forde,1
39500,Don Hartman,1
39500,Rudolph Maté,1
39501,Richard Whorf,1
39502,Roy Del Ruth,1
39504,Sam Wood,1
39522,George P. Quigley,1
39526,John Sturges,1
39529,D. Ross Lederman,1
39531,Roy Rowland,1
39533,Christy Cabanne,1
39535,Tex Avery,1
39536,Henry Hathaway,1
39545,Robert Montgomery,1
39550,George Sherman,1
39552,Lesley Selander,1
39553,John English,1
39556,Joseph L. Mankiewicz,1
39566,Michael Curtiz,1
39567,Frank Wisbar,1
39568,H.C. Potter,1
39569,Frank McDonald,1
39574,Gregory La Cava,1
39578,Ray Nazarro,1
39579,Leslie Goodwins,1
39580,D. Ross Lederman,1
39581,Anatole Litvak,1
39582,Leigh Jason,1
39583,Martin Gabel,1
39584,Phil Karlson,1
39585,Frederick De Cordova,1
39586,Richard Whorf,1
39595,William A. Wellman,1
39619,Robert Alton,1
39625,George Archainbaud,1
39626,Sidney Salkow,1
39631,Charles Chaplin,1
39634,Walter Lang,1
39636,Dudley Nichols,1
39645,Elliott Nugent,1
39647,David Butler,1
39655,Arthur Lubin,1
39656,William Beaudine,1
39661,Edmund Goulding,1
39678,William Witney,1
39686,André De Toth,1
39688,Leigh Jason,1
39698,George Marshall,1
39701,William Beaudine,1
39702,Basil Wrangell,1
39703,Reginald Le Borg,1
39709,Alfred L. Werker,1
39711,Charles A. Nichols,1
39712,Charles A. Nichols,1
39728,Derwin Abrahams,1
39729,Frank Wisbar,1
39730,W. Lee Wilder,1
39735,Albert Lewin,1
39737,Raoul Walsh,1
39743,Edward Finney,1
39748,Anthony Mann,1
39751,Ray Taylor,1
39757,Delmer Daves,1
39759,William Forest Crouch,1
39761,Alfred L. Werker,1
39762,Charles A. Nichols,1
39768,Robert Montgomery,1
39769,Derwin Abrahams,1
39776,Norman Z. McLeod,1
39777,Walter Colmes,1
39779,Christy Cabanne,1
39780,Lesley Selander,1
39782,William Berke,1
39783,Roy Rowland,1
39787,James Tinling,1
39791,R.G. Springsteen,1
39795,Lesley Selander,1
39799,Will Jason,1
39800,Christy Cabanne,1
39806,Elia Kazan,1
39811,George S. Kaufman,1
39815,Lew Landers,1
39816,William H. Pine,1
39817,Ray Taylor,1
39819,George Seaton,1
39819,Edmund Goulding,1
39819,John M. Stahl,1
39820,William Berke,1
39826,Richard Wallace,1
39829,John Brahm,1
39835,Tex Avery,1
39836,Charles Lamont,1
39840,Stuart Heisler,1
39847,Irving Pichel,1
39848,Lew Landers,1
39849,Spencer Gordon Bennet,1
39849,Fred C. Brannon,1
39850,Clarence Brown,1
39851,Benjamin Glazer,1
39852,Walter Reisch,1
39853,Edward Buzzell,1
39855,Derwin Abrahams,1
39858,Ralph Murphy,1
39859,Richard Sale,1
39861,William Witney,1
39865,James V. Kern,1
39865,Raoul Walsh,1
39878,Frank Tuttle,1
39879,Derwin Abrahams,1
39881,Anthony Mann,1
39887,Kurt Neumann,1
39890,Harold D. Schuster,1
39891,Ray Nazarro,1
39893,Frederick De Cordova,1
39899,Sam Newfield,1
39900,Albert Herman,1
39901,Lew Landers,1
39903,Robert Siodmak,1
39906,William Beaudine,1
39908,Ray Enright,1
39909,John English,1
39910,Lambert Hillyer,1
39912,Howard Bretherton,1
39914,George Blair,1
39927,Richard Wallace,1
39931,Cecil B. DeMille,1
39933,R.G. Springsteen,1
39934,Lew Landers,1
39942,Ewing Scott,1
39951,George Marshall,1
39957,Wallace Fox,1
39958,Ray Taylor,1
39959,R.G. Springsteen,1
39960,Jack Bernhard,1
39972,Philip Ford,1
39973,Michael Gordon,1
39975,Elliott Nugent,1
39979,Ray Taylor,1
39982,Sidney Lanfield,1
39988,Robert Emmett Tansey,1
39990,Jack King,1
39993,Ray Taylor,1
39994,Tay Garnett,1
39995,Philip Ford,1
39997,Bernard Vorhaus,1
39998,Charles Barton,1
40000,Jean Renoir,1
40002,Zoltan Korda,1
40003,William Rowland,1
40007,Joseph Kane,1
40008,W. Lee Wilder,1
40064,John Ford,1
40068,Charles Barton,1
40071,William Dieterle,1
40072,Michael Gordon,1
40074,Phil Karlson,1
40076,Vincent Sherman,1
40077,Fred C. Brannon,1
40077,Yakima Canutt,1
40085,Harry Beaumont,1
40089,Frederick De Cordova,1
40094,Allan Dwan,1
40094,Philip Ford,1
40095,John H. Auer,1
40097,William Beaudine,1
40107,James V. Kern,1
40109,Lewis Milestone,1
40111,Jack Hively,1
40113,John Rawlins,1
40118,Malcolm St. Clair,1
40119,Budd Boetticher,1
40144,Christy Cabanne,1
40154,Lesley Selander,1
40155,Jacques Tourneur,1
40159,Norman Taurog,1
40160,John Farrow,1
40161,Sherry Shourds,1
40166,Gordon Douglas,1
40168,Robert Gordon,1
40169,Ray Taylor,1
40170,Clyde Geronimi,1
40171,Ray Nazarro,1
40174,Edward Bernds,1
40180,Philip Ford,1
40181,Charles A. Nichols,1
40185,Joseph Losey,1
40192,Friz Freleng,1
40194,Walter Colmes,1
40202,Henry Hathaway,1
40207,Richard Sale,1
40210,Crane Wilbur,1
40213,Yakima Canutt,1
40218,Tex Avery,1
40221,Max Ophüls,1
40224,Jean Yarbrough,1
40229,George Seaton,1
40237,Jack Donohue,1
40245,Ray Enright,1
40254,Jean Yarbrough,1
40267,Arthur Pierson,1
40269,George Blair,1
40270,Rudolph Maté,1
40276,George Archainbaud,1
40278,Oliver Drake,1
40281,Henry King,1
40282,Philip Ford,1
40286,Philip Ford,1
40296,Derwin Abrahams,1
40302,Mitchell Leisen,1
40305,Kurt Neumann,1
40315,Felix Jacoves,1
40317,Billy Wilder,1
40331,Don Hartman,1
40339,George Archainbaud,1
40347,William Beaudine,1
40349,George Sherman,1
40354,Malcolm St. Clair,1
40355,Ted Tetzlaff,1
40356,Oliver Drake,1
40357,Lambert Hillyer,1
40364,Frederick De Cordova,1
40366,Abraham Polonsky,1
40367,Billy Wilder,1
40369,John Ford,1
40372,Frank McDonald,1
40374,Lambert Hillyer,1
40379,S. Sylvan Simon,1
40380,H. Bruce Humberstone,1
40381,Fred C. Brannon,1
40381,Yakima Canutt,1
40383,Joseph Kane,1
40385,William Witney,1
40388,Alfred E. Green,1
40390,Lloyd Bacon,1
40394,William Beaudine,1
40395,Leo McCarey,1
40409,Frank McDonald,1
40414,William F. Claxton,1
40427,Alfred L. Werker,1
40427,Anthony Mann,1
40432,Fred Guiol,1
40438,Fred M. Wilcox,1
40446,Mervyn LeRoy,1
40447,George Blair,1
40450,Robert McKimson,1
40455,Jack Bernhard,1
40457,S. Sylvan Simon,1
40458,George Stevens,1
40460,William Nigh,1
40463,John H. Auer,1
40464,Gordon Douglas,1
40470,Lesley Selander,1
40472,Lew Landers,1
40474,Allan Dwan,1
40478,William A. Wellman,1
40479,Norman Z. McLeod,1
40488,William Beaudine,1
40489,William Beaudine,1
40491,Victor Fleming,1
40492,Reginald Le Borg,1
40495,Jean Negulesco,1
40499,Bretaigne Windust,1
40500,Lewis D. Collins,1
40501,William Berke,1
40502,Joseph M. Newman,1
40506,John Huston,1
40507,William Beaudine,1
40508,Josh Binney,1
40512,Norman Foster,1
40513,Laslo Benedek,1
40525,Orson Welles,1
40530,Robert L. Lippert,1
40530,Paul Landres,1
40536,Max Ophüls,1
40543,John English,1
40552,Charles Vidor,1
40553,Henry Koster,1
40554,Tex Avery,1
40555,Leslie Fenton,1
40556,Richard Whorf,1
40561,George Blair,1
40563,R.G. Springsteen,1
40565,Leigh Jason,1
40567,Byron Haskin,1
40577,Henry Levin,1
40580,Clyde Geronimi,1
40580,Wilfred Jackson,1
40580,Jack Kinney,1
40580,Hamilton Luske,1
40590,Gene Raymond,1
40593,Jack Kemp,1
40594,Irving Pichel,1
40596,Sam Newfield,1
40603,William Beaudine,1
40604,Sam Newfield,1
40607,Frank Borzage,1
40613,H.C. Potter,1
40614,Irving Pichel,1
40616,Frank McDonald,1
40621,Will Jason,1
40626,Charles Martin,1
40629,Compton Bennett,1
40631,Robert Wise,1
40636,Jules Dassin,1
40643,John Farrow,1
40644,William Witney,1
40659,Yakima Canutt,1
40660,Lambert Hillyer,1
40664,Leslie Fenton,1
40664,King Vidor,1
40664,John Huston,1
40664,George Stevens,1
40665,Richard Thorpe,1
40668,Raoul Walsh,1
40669,William A. Seiter,1
40669,Gregory La Cava,1
40671,John Reinhardt,1
40672,John Reinhardt,1
40680,Sam Newfield,1
40688,Jack Bernhard,1
40694,Vincente Minnelli,1
40695,André De Toth,1
40697,Charles A. Nichols,1
40698,Charles A. Nichols,1
40702,Reginald Le Borg,1
40705,William Dieterle,1
40710,Howard Bretherton,1
40711,Philip Ford,1
40719,Edwin L. Marin,1
40720,Norman Foster,1
40721,Sam Newfield,1
40724,Howard Hawks,1
40724,Arthur Rosson,1
40726,George Sherman,1
40728,R.G. Springsteen,1
40730,Joseph H. Lewis,1
40731,Ray Taylor,1
40731,Paul Landres,1
40732,Ray Enright,1
40736,Arthur Davis,1
40740,Jean Negulesco,1
40743,Phil Karlson,1
40743,William Beaudine,1
40744,Robert Florey,1
40745,Michael Curtiz,1
40745,Busby Berkeley,1
40746,Alfred Hitchcock,1
40747,Victor Schertzinger,1
40750,Will Jason,1
40753,Leslie Fenton,1
40762,F. Hugh Herbert,1
40764,Lewis Allen,1
40766,Fritz Lang,1
40768,R.G. Springsteen,1
40778,William Beaudine,1
40790,Christy Cabanne,1
40793,George Archainbaud,1
40794,Gregg C. Tallas,1
40794,John Brahm,1
40794,Arthur Ripley,1
40795,Walter Lang,1
40796,Ray Nazarro,1
40797,Irving Allen,1
40798,Douglas Sirk,1
40802,Richard L. Bare,1
40803,Will Jason,1
40804,Edward A. Blatt,1
40810,Richard Fleischer,1
40815,John Reinhardt,1
